Breaveheart,"magnet:?xt=urn:btih:FE7DC0A80959D10070770C8DEADAD0A0528121CC&tr=http%3A%2F%2Fbt3.t-ru.org%2Fann%3Fmagnet&dn=%D0%A5%D1%80%D0%B0%D0%B1%D1%80%D0%BE%D0%B5%20%D1%81%D0%B5%D1%80%D0%B4%D1%86%D0%B5%20%2F%20Braveheart%20(%D0%9C%D1%8D%D0%BB%20%D0%93%D0%B8%D0%B1%D1%81%D0%BE%D0%BD%20%2F%20Mel%20Gibson)%20%5B1995%2C%20%D0%A1%D0%A8%D0%90%2C%20%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%2C%20%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%2C%20%D0%B2%D0%BE%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9%2C%20BDRip%201080p%5D"
"In the Valley of Elah","magnet:?xt=urn:btih:55BA17F802C9B07BD01E55A32D2330A0D97FCCDE&tr=http%3A%2F%2Fbt.t-ru.org%2Fann%3Fmagnet&dn=%D0%92%20%D0%B4%D0%BE%D0%BB%D0%B8%D0%BD%D0%B5%20%D0%AD%D0%BB%D0%B0%20%2F%20In%20the%20Valley%20of%20Elah%20(%D0%9F%D0%BE%D0%BB%20%D0%A5%D0%B0%D0%B3%D0%B3%D0%B8%D1%81%20%2F%20Paul%20Haggis%20)%20%5B2007%2C%20%D0%A1%D0%A8%D0%90%2C%20%D1%82%D1%80%D0%B8%D0%BB%D0%BB%D0%B5%D1%80%2C%20%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%2C%20%D0%BA%D1%80%D0%B8%D0%BC%D0%B8%D0%BD%D0%B0%D0%BB%2C%20%D0%B4%D0%B5%D1%82%D0%B5%D0%BA%D1%82%D0%B8%D0%B2%2C%20BDRip%201080p%5D%20Dub%20%2B%20Sub%20Rus%2C%20Eng%20%2B%20Ori"
"Spotlight","magnet:?xt=urn:btih:CCF3378F2E04C1CADEF57E0C3E01E092B6ADA21A&tr=http%3A%2F%2Fbt3.t-ru.org%2Fann%3Fmagnet&dn=%D0%92%20%D1%86%D0%B5%D0%BD%D1%82%D1%80%D0%B5%20%D0%B2%D0%BD%D0%B8%D0%BC%D0%B0%D0%BD%D0%B8%D1%8F%20%2F%20Spotlight%20(%D0%A2%D0%BE%D0%BC%20%D0%9C%D0%B0%D0%BA%D0%9A%D0%B0%D1%80%D1%82%D0%B8%20%2F%20Tom%20McCarthy)%20%5B2015%2C%20%D0%A1%D0%A8%D0%90%2C%20%D1%82%D1%80%D0%B8%D0%BB%D0%BB%D0%B5%D1%80%2C%20%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%2C%20%D0%B1%D0%B8%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F%2C%20%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F%2C%20BDRip%201080p%5D%20MVO%20%2B%20VO%20(%D0%95%D1%81%D0%B0%D1%80%D0%B5%D0%B2)%20%2B%20Sub%20Rus%2C%20"
"The Railway Man","http://37.1.207.65/parse/d.rutor.org/download/365559"
"The Man Who Knew Infinity","magnet:?xt=urn:btih:CC11E7D1A8C987C1AF21D6994275DAE1ECA62568&tr=http%3A%2F%2Fbt4.t-ru.org%2Fann%3Fmagnet&dn=%D0%A7%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA%2C%20%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D1%8B%D0%B9%20%D0%BF%D0%BE%D0%B7%D0%BD%D0%B0%D0%BB%20%D0%B1%D0%B5%D1%81%D0%BA%D0%BE%D0%BD%D0%B5%D1%87%D0%BD%D0%BE%D1%81%D1%82%D1%8C%20%2F%20The%20Man%20Who%20Knew%20Infinity%20(%D0%9C%D1%8D%D1%82%D1%82%20%D0%91%D1%80%D0%B0%D1%83%D0%BD%20%2F%20Matt%20Brown)%20%5B2015%2C%20%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B1%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F%2C%20%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%2C%20%D0%B1%D0%B8%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F%2C%20HDRip%5D%20Dub%20(iTune)"
"A Star Is Born","magnet:?xt=urn:btih:C4E75086BC8362C0F86F54FF9A24C123258E659D&tr=http%3A%2F%2Fbt.t-ru.org%2Fann%3Fmagnet&dn=%D0%97%D0%B2%D0%B5%D0%B7%D0%B4%D0%B0%20%D1%80%D0%BE%D0%B4%D0%B8%D0%BB%D0%B0%D1%81%D1%8C%20%2F%20A%20Star%20Is%20Born%20(%D0%91%D1%80%D1%8D%D0%B4%D0%BB%D0%B8%20%D0%9A%D1%83%D0%BF%D0%B5%D1%80%20%2F%20Bradley%20Cooper)%20%5B2018%2C%20%D0%A1%D0%A8%D0%90%2C%20%D0%BC%D0%B5%D0%BB%D0%BE%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%2C%20%D0%BC%D1%83%D0%B7%D1%8B%D0%BA%D0%B0%2C%20BDRip%201080p%5D%20Dub%20%2B%20Ukr%20%2B%20Sub%20(Rus%2C%20Eng)%20%2B%20Original%20Eng"
"First Man","magnet:?xt=urn:btih:FF8AD57D0830FF7D7C011164A0C3C70C741D46AF&tr=http%3A%2F%2Fbt2.t-ru.org%2Fann%3Fmagnet&dn=%D0%A7%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA%20%D0%BD%D0%B0%20%D0%9B%D1%83%D0%BD%D0%B5%20%2F%20First%20Man%20(%D0%94%D1%8D%D0%BC%D1%8C%D0%B5%D0%BD%20%D0%A8%D0%B0%D0%B7%D0%B5%D0%BB%D0%BB%20%2F%20Damien%20Chazelle)%20%5B2018%2C%20%D0%A1%D0%A8%D0%90%2C%20%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%2C%20%D0%B1%D0%B8%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F%2C%20%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F%2C%20BDRip%201080p%5D%20Dub%20(iTunes)%20%2B%20Original%20(Eng)%20%2B%20Sub%20"
"Anon","magnet:?xt=urn:btih:F91EF287DFE5A2E43F802F8F1C743214E0F6B5F9&tr=http%3A%2F%2Fbt3.t-ru.org%2Fann%3Fmagnet&dn=%D0%90%D0%BD%D0%BE%D0%BD%20%2F%20Anon%20(%D0%AD%D0%BD%D0%B4%D1%80%D1%8E%20%D0%9D%D0%B8%D0%BA%D0%BA%D0%BE%D0%BB%20%2F%20Andrew%20Niccol)%20%5B2018%2C%20%D0%A1%D0%A8%D0%90%2C%20%D1%84%D0%B0%D0%BD%D1%82%D0%B0%D1%81%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D1%82%D1%80%D0%B8%D0%BB%D0%BB%D0%B5%D1%80%2C%20BDRip%201080p%5D%20Dub%20(BDRUS%20%D0%9F%D0%B0%D1%80%D0%B0%D0%B4%D0%B8%D0%B7)%20%2B%20Sub%20(Rus%2C%20Eng)%20%2B%20Original%20Eng"
"The Martian","magnet:?xt=urn:btih:A717DB234BCE4E605343E00AE22D8340A86B7516&tr=http%3A%2F%2Fbt2.t-ru.org%2Fann%3Fmagnet&dn=%D0%9C%D0%B0%D1%80%D1%81%D0%B8%D0%B0%D0%BD%D0%B8%D0%BD%20%2F%20The%20Martian%20(%D0%A0%D0%B8%D0%B4%D0%BB%D0%B8%20%D0%A1%D0%BA%D0%BE%D1%82%D1%82%20%2F%20Ridley%20Scott)%20%5B2015%2C%20%D0%A1%D0%A8%D0%90%2C%20%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B1%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F%2C%20%D1%84%D0%B0%D0%BD%D1%82%D0%B0%D1%81%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%BF%D1%80%D0%B8%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D1%8F%2C%20BDRip%201080p%5D%20Dub%20%2B%20Sub%20Rus%2C%20Eng%20%2B%20Original%20E"
"The Ramen Girl","magnet:?xt=urn:btih:F2BE9A5FD0F09F60657CC15E3A3275308A9655E8&tr=http%3A%2F%2Fbt3.t-ru.org%2Fann%3Fmagnet&dn=%D0%A1%D1%83%D1%88%D0%B8%20girl%20%2F%20The%20Ramen%20Girl%20(%D0%A0%D0%BE%D0%B1%D0%B5%D1%80%D1%82%20%D0%90%D0%BB%D0%BB%D0%B0%D0%BD%20%D0%AD%D0%BA%D0%B5%D1%80%D0%BC%D0%B0%D0%BD%20%2F%20Robert%20Allan%20Ackerman)%20%5B2008%2C%20%D0%A1%D0%A8%D0%90%2C%20%D0%AF%D0%BF%D0%BE%D0%BD%D0%B8%D1%8F%2C%20%D0%9A%D0%BE%D0%BC%D0%B5%D0%B4%D0%B8%D1%8F%2C%20%D0%BC%D0%B5%D0%BB%D0%BE%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%2C%20%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%2C%20BDRip%201080p%5D"
"Bad Times at the El Royale","magnet:?xt=urn:btih:3F3C458C0A7BC5E8085AB7227D36C3164FF9BB94&tr=http%3A%2F%2Fbt4.t-ru.org%2Fann%3Fmagnet&dn=%D0%9D%D0%B8%D1%87%D0%B5%D0%B3%D0%BE%20%D1%85%D0%BE%D1%80%D0%BE%D1%88%D0%B5%D0%B3%D0%BE%20%D0%B2%20%D0%BE%D1%82%D0%B5%D0%BB%D0%B5%20%C2%AB%D0%AD%D0%BB%D1%8C%20%D1%80%D0%BE%D1%8F%D0%BB%D1%8C%C2%BB%20%2F%20Bad%20Times%20at%20the%20El%20Royale%20(%D0%94%D1%80%D1%8E%20%D0%93%D0%BE%D0%B4%D0%B4%D0%B0%D1%80%D0%B4%20%2F%20Drew%20Goddard)%20%5B2018%2C%20%D0%A2%D1%80%D0%B8%D0%BB%D0%BB%D0%B5%D1%80%2C%20%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%2C%20%D0%BA%D1%80%D0%B8%D0%BC%D0%B8%D0%BD%D0%B0%D0%BB%2C%20%D0%B4%D0%B5%D1%82%D0%B5%D0%BA%D1%82%D0%B8%D0%B2%2C%20BDRip%201080p%5D%20"
"Bohemian Rhapsody","magnet:?xt=urn:btih:1C3098C7B4228B8F4364D999B87726C9AECF8591&tr=http%3A%2F%2Fbt2.t-ru.org%2Fann%3Fmagnet&dn=%D0%91%D0%BE%D0%B3%D0%B5%D0%BC%D1%81%D0%BA%D0%B0%D1%8F%20%D1%80%D0%B0%D0%BF%D1%81%D0%BE%D0%B4%D0%B8%D1%8F%20%2F%20Bohemian%20Rhapsody%20(%D0%91%D1%80%D0%B0%D0%B9%D0%B0%D0%BD%20%D0%A1%D0%B8%D0%BD%D0%B3%D0%B5%D1%80%20%2F%20Bryan%20Singer)%20%5B2018%2C%20%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B1%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F%2C%20%D0%A1%D0%A8%D0%90%2C%20%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%2C%20%D0%B1%D0%B8%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F%2C%20%D0%BC%D1%83%D0%B7%D1%8B%D0%BA%D0%B0%2C%20BDRip%201080p%5D%20Dub%20%2B%20Ukr%20%2B%20S"
"Fantastic Beasts: The Crimes of Grindelwald","magnet:?xt=urn:btih:660531AB85AA6D6614EA693946D4337878B4CC64&tr=http%3A%2F%2Fbt4.t-ru.org%2Fann%3Fmagnet&dn=%D0%A4%D0%B0%D0%BD%D1%82%D0%B0%D1%81%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5%20%D1%82%D0%B2%D0%B0%D1%80%D0%B8%3A%20%D0%9F%D1%80%D0%B5%D1%81%D1%82%D1%83%D0%BF%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F%20%D0%93%D1%80%D0%B8%D0%BD-%D0%B4%D0%B5-%D0%92%D0%B0%D0%BB%D1%8C%D0%B4%D0%B0%20%2F%20Fantastic%20Beasts%3A%20The%20Crimes%20of%20Grindelwald%20(%D0%94%D1%8D%D0%B2%D0%B8%D0%B4%20%D0%99%D0%B5%D0%B9%D1%82%D1%81%20%2F%20David%20Yates)%20%5B2018%2C%20%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B1%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F%2C%20%D0%A1%D0%A8%D0%90"
"Girl with a Pearl Earring","magnet:?xt=urn:btih:BE566D1AA8E37D13159709283B3928B59BEBCEA7&tr=http%3A%2F%2Fbt.t-ru.org%2Fann%3Fmagnet&dn=%D0%94%D0%B5%D0%B2%D1%83%D1%88%D0%BA%D0%B0%20%D1%81%20%D0%B6%D0%B5%D0%BC%D1%87%D1%83%D0%B6%D0%BD%D0%BE%D0%B9%20%D1%81%D0%B5%D1%80%D1%91%D0%B6%D0%BA%D0%BE%D0%B9%20%2F%20Girl%20with%20a%20Pearl%20Earring%20(%D0%9F%D0%B8%D1%82%D0%B5%D1%80%20%D0%92%D0%B5%D0%B1%D0%B1%D0%B5%D1%80%20%2F%20Peter%20Webber)%20%5B2003%2C%20%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B1%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F%2C%20%D0%9B%D1%8E%D0%BA%D1%81%D0%B5%D0%BC%D0%B1%D1%83%D1%80%D0%B3%2C%20%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%2C%20%D0%BC%D0%B5%D0%BB%D0%BE%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%2C%20%D0%B1%D0%B8%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F%2C"
Peppermint,"magnet:?xt=urn:btih:8A32C774AE07E16EC3822C67241AE720ACE02912&tr=http%3A%2F%2Fbt3.t-ru.org%2Fann%3Fmagnet&dn=%D0%91%D0%B0%D0%B3%D1%80%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BC%D1%8F%D1%82%D0%B0%20%2F%20Peppermint%20(%D0%9F%D1%8C%D0%B5%D1%80%20%D0%9C%D0%BE%D1%80%D0%B5%D0%BB%20%2F%20Pierre%20Morel)%20%5B2018%2C%20%D0%93%D0%BE%D0%BD%D0%BA%D0%BE%D0%BD%D0%B3%2C%20%D0%A1%D0%A8%D0%90%2C%20%D0%B1%D0%BE%D0%B5%D0%B2%D0%B8%D0%BA%2C%20%D1%82%D1%80%D0%B8%D0%BB%D0%BB%D0%B5%D1%80%2C%20%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%2C%20%D0%BA%D1%80%D0%B8%D0%BC%D0%B8%D0%BD%D0%B0%D0%BB%2C%20BDRip%201080p%5D%20Dub%20%2B%20VO%20%2B%20AVO%20%2B%20Sub%20Rus%2C%20E"
"A Dog's Purpose","magnet:?xt=urn:btih:9003d83de62e45b948c3dfff828d48387bc8e7d0&dn=rutor.info_%D0%A1%D0%BE%D0%B1%D0%B0%D1%87%D1%8C%D1%8F+%D0%B6%D0%B8%D0%B7%D0%BD%D1%8C+%2F+A+Dog%27s+Purpose+%282017%29+BDRip+1080p++%7C+D%2C+A+%7C+iTunes&tr=udp://opentor.org:2710&tr=udp://opentor.org:2710&tr=http://retracker.local/announce"
Resurrecting the Champ,"magnet:?xt=urn:btih:4A3A4F5D936943417AD5B648AA655B3D09164E16&tr=http%3A%2F%2Fbt3.t-ru.org%2Fann%3Fmagnet&dn=%D0%92%D0%BE%D1%81%D0%BA%D1%80%D0%B5%D1%88%D0%B0%D1%8F%20%D1%87%D0%B5%D0%BC%D0%BF%D0%B8%D0%BE%D0%BD%D0%B0%20%2F%20Resurrecting%20the%20Champ%20(%D0%A0%D0%BE%D0%B4%20%D0%9B%D1%83%D1%80%D0%B8%20%2F%20Rod%20Lurie)%20%5B2007%2C%20%D0%A1%D0%A8%D0%90%2C%20%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%2C%20%D1%81%D0%BF%D0%BE%D1%80%D1%82%2C%20BDRip%201080p%5D%20MVO%20(%D1%82%D0%B5%D0%BB%D0%B5%D0%BA%D0%B0%D0%BD%D0%B0%D0%BB%20%D0%9C%D0%90%D0%A2%D0%A7)%20%2B%20DVO%20%2B%20Original%20Eng%20%2B%20"
Spider-Man: Into the Spider-Verse,"magnet:?xt=urn:btih:FB7554D629174634115496C542DE91332EE2D4AC&tr=http%3A%2F%2Fbt4.t-ru.org%2Fann%3Fmagnet&dn=%D0%A7%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA-%D0%BF%D0%B0%D1%83%D0%BA%3A%20%D0%A7%D0%B5%D1%80%D0%B5%D0%B7%20%D0%B2%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%2F%20Spider-Man%3A%20Into%20the%20Spider-Verse%20(%D0%91%D0%BE%D0%B1%20%D0%9F%D0%B5%D1%80%D1%81%D0%B8%D1%87%D0%B5%D1%82%D1%82%D0%B8%2C%20%D0%9F%D0%B8%D1%82%D0%B5%D1%80%20%D0%A0%D1%8D%D0%BC%D0%B7%D0%B8%2C%20%D0%A0%D0%BE%D0%B4%D0%BD%D0%B8%20%D0%A0%D0%BE%D1%82%D0%BC%D0%B0%D0%BD%20%2F%20Bob%20Persichetti%2C%20Peter%20Ramsey%2C%20Rodney%20R)"
Coco,"magnet:?xt=urn:btih:8DB72874E4F2191119CB84322F796572A33FBED9&tr=http%3A%2F%2Fbt.t-ru.org%2Fann%3Fmagnet&dn=%D0%A2%D0%B0%D0%B9%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%BA%D0%BE%20%2F%20Coco%20(%D0%9B%D0%B8%20%D0%90%D0%BD%D0%BA%D1%80%D0%B8%D1%87%20%2F%20Lee%20Unkrich%2C%20%D0%AD%D0%B4%D1%80%D0%B8%D0%B0%D0%BD%20%D0%9C%D0%BE%D0%BB%D0%B8%D0%BD%D0%B0%20%2F%20Adrian%20Molina)%20%5B2017%2C%20%D0%A1%D0%A8%D0%90%2C%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%2C%20%D1%84%D1%8D%D0%BD%D1%82%D0%B5%D0%B7%D0%B8%2C%20%D0%BA%D0%BE%D0%BC%D0%B5%D0%B4%D0%B8%D1%8F%2C%20%D0%BF%D1%80%D0%B8%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D1%8F%2C%20BDRip%201080p%5D%20Dub%20%2B%20R"
Into the Wild,"magnet:?xt=urn:btih:D26D057BF1043BFAD6D558204922E819EFE23476&tr=http%3A%2F%2Fbt3.t-ru.org%2Fann%3Fmagnet&dn=%D0%92%20%D0%B4%D0%B8%D0%BA%D0%B8%D1%85%20%D1%83%D1%81%D0%BB%D0%BE%D0%B2%D0%B8%D1%8F%D1%85%20%2F%20Into%20the%20Wild%20(%D0%A8%D0%BE%D0%BD%20%D0%9F%D0%B5%D0%BD%D0%BD%20%2F%20Sean%20Penn)%20%5B2007%2C%20%D0%A1%D0%A8%D0%90%2C%20%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%2C%20%D0%BF%D1%80%D0%B8%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D1%8F%2C%20%D0%B1%D0%B8%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F%2C%20BDRip%201080p%5D%20Dub%20%2B%20DVO%20(%D0%9D%D0%A2%D0%92%2B)%20%2B%20AVO%20(%D0%AE%D1%80%D0%B8%D0%B9%20%D0%9D%D0%B5%D0%BC%D0%B0%D1%85%D0%BE%D0%B2)%20"
"The Circle","magnet:?xt=urn:btih:6AA3C580820D396E5A44E8790EFF41D06970AF4B&tr=http%3A%2F%2Fbt3.t-ru.org%2Fann%3Fmagnet&dn=%D0%A1%D1%84%D0%B5%D1%80%D0%B0%20%2F%20The%20Circle%20(%D0%94%D0%B6%D0%B5%D0%B9%D0%BC%D1%81%20%D0%9F%D0%BE%D0%BD%D1%81%D0%BE%D0%BB%D1%8C%D0%B4%D1%82%20%2F%20James%20Ponsoldt)%20%5B2017%2C%20%D0%9E%D0%90%D0%AD%2C%20%D0%A1%D0%A8%D0%90%2C%20%D1%84%D0%B0%D0%BD%D1%82%D0%B0%D1%81%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D1%82%D1%80%D0%B8%D0%BB%D0%BB%D0%B5%D1%80%2C%20%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%2C%20BDRip%201080p%5D%20Dub%20(iTunes)%20%2B%20Sub%20Eng%20%2B%20Original%20Eng"
"Captive State","magnet:?xt=urn:btih:E81C0AFD6864D2B09BA6F7741D527B716884BF60&tr=http%3A%2F%2Fbt4.t-ru.org%2Fann%3Fmagnet&dn=%D0%91%D0%B8%D1%82%D0%B2%D0%B0%20%D0%B7%D0%B0%20%D0%97%D0%B5%D0%BC%D0%BB%D1%8E%20%2F%20Captive%20State%20(%D0%A0%D1%83%D0%BF%D0%B5%D1%80%D1%82%20%D0%A3%D0%B0%D0%B9%D0%B0%D1%82%D1%82%20%2F%20Rupert%20Wyatt)%20%5B2019%2C%20%D0%A1%D0%A8%D0%90%2C%20%D1%84%D0%B0%D0%BD%D1%82%D0%B0%D1%81%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D1%82%D1%80%D0%B8%D0%BB%D0%BB%D0%B5%D1%80%2C%20BDRip%201080p%5D%20MVO%20(C%D0%92%20%D0%A1%D1%82%D1%83%D0%B4%D0%B8%D1%8F)%20%2B%20Original%20(Eng)%20%2B%20Comment"
"Enemy of the State","magnet:?xt=urn:btih:6CD7EB940ED3583147725B31B64BB643B2DF1F80&tr=http%3A%2F%2Fbt2.t-ru.org%2Fann%3Fmagnet&dn=%D0%92%D1%80%D0%B0%D0%B3%20%D0%B3%D0%BE%D1%81%D1%83%D0%B4%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B0%20%2F%20Enemy%20of%20the%20State%20(%D0%A2%D0%BE%D0%BD%D0%B8%20%D0%A1%D0%BA%D0%BE%D1%82%D1%82%20%2F%20Tony%20Scott)%20%5B1998%2C%20%D0%A1%D0%A8%D0%90%2C%20%D0%B1%D0%BE%D0%B5%D0%B2%D0%B8%D0%BA%2C%20%D1%82%D1%80%D0%B8%D0%BB%D0%BB%D0%B5%D1%80%2C%20%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%2C%20BDRip%201080p%5D%20Dub%20%2B%202x%20MVO%20%2B%202x%20AVO%20%2B%20Original%20Eng%20"
"Alita: Battle Angel","magnet:?xt=urn:btih:177AA32C26D6C7D9C26C3478BFE52D0EC9BC54A1&tr=http%3A%2F%2Fbt2.t-ru.org%2Fann%3Fmagnet&dn=%5BATV3%5D%20%D0%90%D0%BB%D0%B8%D1%82%D0%B0%3A%20%D0%91%D0%BE%D0%B5%D0%B2%D0%BE%D0%B9%20%D0%B0%D0%BD%D0%B3%D0%B5%D0%BB%20%2F%20Alita%3A%20Battle%20Angel%20(%D0%A0%D0%BE%D0%B1%D0%B5%D1%80%D1%82%20%D0%A0%D0%BE%D0%B4%D1%80%D0%B8%D0%B3%D0%B5%D1%81%20%2F%20Robert%20Rodriguez%20)%20%5B2019%2C%20%D0%A1%D0%A8%D0%90%2C%20%D0%A4%D0%B0%D0%BD%D1%82%D0%B0%D1%81%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%B1%D0%BE%D0%B5%D0%B2%D0%B8%D0%BA%2C%20%D1%82%D1%80%D0%B8%D0%BB%D0%BB%D0%B5%D1%80%2C%20%D0%BF%D1%80%D0%B8%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D1%8F%2C%20BDRip%2C%20HD"
"City of Lies","magnet:?xt=urn:btih:BF7AA21B860411A5FF09693E22AF60526676AFB0&tr=http%3A%2F%2Fbt2.t-ru.org%2Fann%3Fmagnet&dn=%D0%93%D0%BE%D1%80%D0%BE%D0%B4%20%D0%BB%D0%B6%D0%B8%20%2F%20City%20of%20Lies%20(%D0%91%D1%80%D1%8D%D0%B4%20%D0%A4%D1%83%D1%80%D0%BC%D0%B0%D0%BD%20%2F%20Brad%20Furman)%20%5B2019%2C%20%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B1%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F%2C%20%D0%A1%D0%A8%D0%90%2C%20%D0%A2%D1%80%D0%B8%D0%BB%D0%BB%D0%B5%D1%80%2C%20%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%2C%20%D0%BA%D1%80%D0%B8%D0%BC%D0%B8%D0%BD%D0%B0%D0%BB%2C%20%D0%B4%D0%B5%D1%82%D0%B5%D0%BA%D1%82%D0%B8%D0%B2%2C%20%D0%B1%D0%B8%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F%2C%20BDRip%201080p%5D%20MVO%20(%D0%A1%D0%92%20%D0%A1"
"Shazam!","magnet:?xt=urn:btih:6344FA2999BDA0BEFF283205A3DD5F05D153133A&tr=http%3A%2F%2Fbt3.t-ru.org%2Fann%3Fmagnet&dn=%D0%A8%D0%B0%D0%B7%D0%B0%D0%BC!%20%2F%20Shazam!%20(%D0%94%D1%8D%D0%B2%D0%B8%D0%B4%20%D0%A4.%20%D0%A1%D0%B0%D0%BD%D0%B4%D0%B1%D0%B5%D1%80%D0%B3%20%2F%20David%20F.%20Sandberg)%20%5B2019%2C%20%D0%A1%D0%A8%D0%90%2C%20%D1%84%D1%8D%D0%BD%D1%82%D0%B5%D0%B7%D0%B8%2C%20%D0%B1%D0%BE%D0%B5%D0%B2%D0%B8%D0%BA%2C%20%D0%BA%D0%BE%D0%BC%D0%B5%D0%B4%D0%B8%D1%8F%2C%20%D0%BF%D1%80%D0%B8%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D1%8F%2C%20BDRip%20720p%5D%20Dub%20(BD%20EUR)%20%2B%20Original%20(Eng)%20"
"Escape Plan 2: Hades","magnet:?xt=urn:btih:126E97D7AE9D98792FEAD60CF9FBA4B775A287F4&tr=http%3A%2F%2Fbt2.t-ru.org%2Fann%3Fmagnet&dn=%D0%9F%D0%BB%D0%B0%D0%BD%20%D0%BF%D0%BE%D0%B1%D0%B5%D0%B3%D0%B0%202%20%2F%20Escape%20Plan%202%3A%20Hades%20(%D0%A1%D1%82%D0%B8%D0%B2%D0%B5%D0%BD%20%D0%A1.%20%D0%9C%D0%B8%D0%BB%D0%BB%D0%B5%D1%80%20%2F%20Steven%20C.%20Miller)%20%5B2018%2C%20%D0%A1%D0%A8%D0%90%2C%20%D0%9A%D0%B8%D1%82%D0%B0%D0%B9%2C%20%D0%B1%D0%BE%D0%B5%D0%B2%D0%B8%D0%BA%2C%20%D1%82%D1%80%D0%B8%D0%BB%D0%BB%D0%B5%D1%80%2C%20BDRip%201080p%5D%20Dub%20(iTunes)%20%2B%20MVO%20(HDrezk"
